title,summaries,position,open,ticket,traffic,comment,site
平湖秋月,·平湖秋月是西湖十景之一，位于白堤西端，为一片狭长的沿湖园林，是西湖赏月的最佳场所。·景区背靠孤山，面临西湖外湖，景观沿湖一排敞开，包括御碑亭、水面平台、四面厅、八角亭、湖天一碧楼等建筑。·南景址是康熙三十八年确定下的。当时将这里原有的龙王堂改为御书楼，楼前悬挂着康熙御题的“平湖秋月”匾额。,杭州市西湖区孤山后山路1号,全天,免费,附近公交站点：浙江博物馆站——途径车次：游10线/Y10。下车后沿孤山路东行约300米可达断桥站——途径车次：7路；51路；52路。下车后沿白堤西行1公里可达P.S.乘西湖游船到中山公园上岸后，沿孤山路东行也可抵达,（607条）,http://www.toxihu.com 用时参考
青芝坞,青芝坞位于玉古路，是毗邻浙大玉泉校区的一个村落。现在餐馆、旅店、咖啡吧、茶社一应俱全，风格不同，充满个性，在微博上赚足了风头。建筑灵动有趣，沿着山路散落的都是白墙黑瓦的房子，一条长长的小溪自灵峰探梅流下，穿过村子，潺潺流水间有一丝江南特有的灵动。走到村子尽头就是杭州植物园。大可以把青芝坞设为“圆心”，然后向四周扩散，慢慢游玩。,杭州市西湖区玉古路与夕阳红路的交叉口,全天,免费,乘坐公交15路、28路、82路至玉泉站下。,（233条）,
钱塘江大桥,·钱塘江大桥是著名桥梁专家茅以升主持设计的，也是我国自行设计和建造的第一座铁路、公路两用桥。·建议作为整个杭州城市观光的南起点。站在并不宽阔的桥面上可以一览六和塔全景，体会杭城依山傍水的味道。·关于大桥本身还有一个故事，建好桥之后，抗日战争爆发，由设计者茅以升主持将桥炸掉了，直到抗战胜利后的1946年才修复，并且至今没有出现过任何问题。如今桥头还能看到茅以升先生的塑像。,杭州市西湖区,全天,免费,位于钱塘江之上，可乘公交到达乘坐514、504、522、308、538、324、510、K4、K599、2、Y5都可到达。,（736条）,
天目山,天目山分东天目、西天目，通常意义上所称的天目山是指西天目。以“大树华盖闻九州”而闻名，是“人与生物圈自然保护区“，享有“江南奇山”、“天然植物园”、“森林公园”和“大树王国”之称。有四溪、五潭、六洞、七涧、八台、九池、十二岩、二十七石、二十八峰，自古以来就是宗教名山和旅游胜地。天目石谷景区有“五最”，天下罕见，被誉为中华第一石谷——石谷最长，巨石最多、石块最大、形状最奇，水资源最丰富。,杭州市余杭区临安城北,"
            ",,,（147条）,
瑶琳仙境,瑶琳仙境是当地最著名的钟乳石山洞，形成于距今10万年前，是中国旅游胜地四十佳之一。全洞深藏地下，洞内常年恒温在17～18℃左右，以曲折幽深的洞势地貌和溶石景致被誉为全国溶洞之冠。瑶琳仙境内分为三个洞厅，其中最值得看的是银河飞瀑、擎天玉柱、三十三重天和瑶琳玉峰这四景。,杭州市桐庐县瑶琳镇分水江畔至南乡洞前村的骆驼山北麓,08:30-15:30 (1月1日-12月31日 周一-周日), 普通票:100人民币 (1月1日-12月31日 周一-周日),杭州汽车西站坐往分水的车到桐庐县林场，步行10分钟可至；或者坐发往桐庐的班车，转中巴到瑶琳。,（347条）,http://www.tlylxj.com/
浙江省博物馆(孤山馆区),·孤山馆位于孤山南麓，由主楼、浙江西湖美术馆和皇家藏书楼文澜阁组成。·主楼有三层，一楼展出一些陶器，二楼主要是一些越窑瓷、龙泉瓷等，三楼是明清以后或更加晚期一些的瓷器。·浙江西湖美术馆主要展示一些书画作品，另外还有两个专题陈列馆：黄宾虹书画馆和吕霞光艺术馆可供参观。·西侧的文澜阁是清代珍藏《四库全书》的七阁之一，有《四库全书》的介绍样本和毁于战火后重新收集过程的介绍。,杭州市下城区西湖文化广场E区（武林馆区）,09:00-17:00；停止入场时间:16:30 (1月1日-12月31日 周二-周日),免费,乘y10公交车在浙江博物馆站下车可达,（312条）,http://www.zhejiangmuseum.com
中国美术学院,·中国美术学院是第一所国立高等美术院校，创立于1928年，属于八大美院之一。·学校环境优美，G20的时候彭麻麻带着各国第一夫人来这里参观过，因此名声大震。·校内中国美术学院美术馆与中国美术学院皮影艺术博物馆可以参观。,杭州市上城区南山路218号(近涌金门),全天,免费,中国美术学院位于上城区南山路，可以乘坐公交车到达1、坐Y7路公交车到耀江广厦下车，顺着西湖大道往西走或是往前走，就会到达西湖，西湖边上这条路就是南山路，然后往右转10分钟就到中国美院了。2、坐7路车，到解百下车，然后找到南山路，再一直往南走，就到中国美院了。,（538条）,
安吉江南天池滑雪场,·安吉江南天池滑雪场位于位于浙江天目山北麓的安吉县境内的吉江南天池度假村内，座落在海拔千米的天荒坪，以亚洲最大的天荒坪抽水蓄能电站和中国竹乡山峦翠竹为背景，将雄伟壮观的水利工程和纯朴秀丽的自然风光融为一体。·雪场是江南唯一冬季野外滑雪场，同样也是江南地区最大的滑雪场之一，拥有6万多平方米的雪场，多项戏雪项目，每年的十二月中旬至次年二月中旬，这里雪洁冰清，银装素裹，是亲朋好友周末放松的好去处。·度假村内容丰富，设施完备，主要由天荒坪抽水蓄能电站、天池、大竹海、天文科普基地、拓展基地、滑索、高尔夫练习场、冬季野外滑雪场和度假村组成，吃、住、玩三位一体，全方位服务让您留连忘返。,湖州市安吉市天荒坪镇横路村江南天池度假村,"
            ",,,（28条）,
杭州植物园,杭州植物园位于西湖西北，设有植物分类、经济植物、竹类植物、观赏植物、树木、山水园林等九个展览区和四个实验区。植物园四季都有景色可看，最值得一看的要数灵峰探梅，每年早春时节在此举办的大型花展时梅花盆景和各种迎春花卉争争相绽放，能拍出非常不错的照片。百草园里种植了包括“浙八味”在内的一千多种药用植物，科普性极强。植物园北侧山水园附近的玉泉有一个长方形的泉池，里面游满了肥硕的青鱼和红黄鲤鱼，是小憩的好地方，深得小朋友的欢心。,杭州市西湖区桃源岭1号,07:00-17:00 (1月1日-12月31日 周一-周日), 普通票:10人民币 (1月1日-12月31日 周一-周日),位于西湖区桃源岭，可乘坐公交车到达乘27路、Y6路、87路、7路、807路至植物园（玉泉）站下即是。,（361条）,http://www.hzbg.cn
杨堤景行,·与白堤、苏堤齐名的“西湖三堤”之一，途径花港观鱼、浴鹄湾、三台梦迹、乌龟潭、茅家埠、郭庄、杭州花圃、曲院风荷、金沙港、等重要景点。·后人为纪念浚湖筑堤的杭州知州杨孟瑛，而称此堤为“杨公堤”，堤上六桥为“里六桥”。·在这里人行景移，移步换景，好山好水，目不暇接。,杭州市西湖区西湖以西,全天,免费,51路;52路;52路(节假日);194路;194路(节假日);318B路;318B路(节假日);318路;旅游定制1号线;旅游定制1号线内环(工作日);旅游定制1号线外环(工作日);旅游定制8号线至杭州花圃站下车,（476条）,
龙井村,龙井村位于西湖风景名胜区西南面，四面群山环抱，呈北高南低的趋势，村内常住人口约800多人，拥有近800亩的高山茶园，村的西北面北高峰，狮子峰，天竺峰形成一道天然屏障，挡住西北寒风的侵袭。南面为九溪，溪谷深广，直通钱塘江，春夏季的东南风易入山谷，通风通气的地理条件为龙井茶的生长提供了得天独厚的优势。这里出产的龙井茶位居“狮，龙，云，虎”之首。相传乾隆皇帝下江南时，曾到龙井村狮峰山下的胡公庙品尝西湖龙井茶。饮后赞不绝口，并将庙前十八棵茶树封为“御茶”。“茶乡第一村”——龙井村，因盛产顶级西湖龙井茶而闻名于世。东临西子湖，西依五云山，南靠滔滔东去的钱塘江水，北抵插入云端的南北高峰，四周群山叠翠，云雾环绕，就如一颗镶嵌在西子湖畔的翡翠宝石。,翁家山97号,春季最佳。,免费,27路高峰线;27路高峰线[吴山夜市交通管制];87路龙井茶室,（852条）,
杭州西湖风景名胜区宝石山,"宝石山位于北里湖北岸，是北山有名的风景区。山高78米，山体属火成岩中的流纹岩和凝灰岩,含氧化铁，呈赭红色，在日光映照下，如流霞缤纷，熠熠闪光，似翡翠玛瑙一般，因此取名宝石山。西湖新十景评选中，被命名为""宝石流霞""。宝石山，原称巨石山，山多奇峰怪石。来凤亭前有一卵形巨石，搁置山巅，就落星石,又称寿星石。山顶北临空挺立一巨石，称看松台，上刻""屯霞""二字。西行为川正洞，为巨岩倾叠而成，石几榻，可供休憩。洞后有羊肠小道，壁间有巨足印，谓钱射潮发威之""蹬开岭"".从此而上，可攀登狮子峰。白堤玉带，明镜一片，风景如画，令人心旷神怡。",杭州市西湖区西湖北岸宝石山,全天开放,免费,乘坐16路、17路、28路、37路、49路、92路、103路、130路228路、282路、318B路、318B路(节假日)、318路、318路快线、807路到松木场站下车，不行13米后到达,（269条）,http://www.toxihu.com
小河直街历史文化街区,小河直街历史街区地处京杭大运河、小河、余杭塘河的三河交汇处。现在街上的房均是原汁原味的老房子，少有翻修，如今仍然住着不少的“老杭州”，白墙黑瓦、木门木窗，生活气息浓厚。推荐找一找小河直街15号方曾昌酱园，和大大的“酱”字合个影，据说，这里曾是小河地区最大的酱菜厂。一路上有不少咖啡馆、茶吧、麻将馆、面馆，找个当地居民开的小茶铺，顺道可参观古朴的屋内小院。,杭州市拱墅区小河支路与长征桥路交叉口西南100米,全天,免费,乘1、76路等公交车在长征桥站下车，步行可达,（147条）,
龙井问茶,·龙井问茶是新西湖十景之一，有名列西湖三大名泉的龙井泉，龙井泉水冲泡的龙井茶绝对是一绝。·每年清明前后，都会有游客慕名而来，大家访茶、饮茶、问茶，是一个非常“杭州”的体验。·龙井共有二处，一是老龙井，二是下龙井。老龙井有龙井泉和已经废弃的龙井寺，还有乾隆下江南时采过的十八棵茶树--“十八棵御茶”。·下龙井的民居经改造后，已成为统一的农居点，有许多农家乐，是度假休闲之地。,西湖区虎跑路47号西湖区风篁岭山龙井路（近龙井村）,07:30-17:30 (1月1日-12月31日 周一-周日),免费,27、Y3龙井站。,（515条）,
吴山广场,·吴山广场占地8万平方米，位于吴山天风前，周围有河坊街，是集吃喝玩乐于一体的休闲广场。·按观瞻、功能划分为几个参差起伏的区块：主广场区块、绿茵区块、下沉区块、公益区块。·广场上常举办大型集会、演出，地下辟有大型停车库。,杭州市上城区延安路1号,全天,免费,公交:可乘游6线/Y6路到高银街站下车，或乘坐公交25路、31路、35路、52路、206路、208路、212路、216路、514支线等到吴山广场站下车即可,（579条）,
