title,type,house,area,price,lease,region,floor,orient,elevator,parking
九龙仓雍景山 3室2厅 3000元,3室2厅2卫,租赁方式未知,104㎡,3000,暂无数据,富阳,低楼层/4层,朝南,暂无数据,暂无数据
五月香山 3室2厅 3800元,3室2厅2卫,租赁方式未知,144㎡,3800,暂无数据,富阳,高楼层/11层,朝南 北,暂无数据,暂无数据
万科容大金色家园 3室1厅 5000元,3室1厅3卫,租赁方式未知,107㎡,5000,暂无数据,富阳,低楼层/27层,朝南,暂无数据,暂无数据
万安秀水山庄 4室2厅 5000元,4室2厅3卫,租赁方式未知,266㎡,5000,暂无数据,富阳,低楼层/3层,朝南,无,暂无数据
天鸿美和院 1室1厅 1900元,1室1厅1卫,租赁方式未知,44㎡,1900,暂无数据,富阳,中楼层/15层,朝南,暂无数据,暂无数据
四室两厅两卫  看房有钥匙  边套户型采光好,4室2厅2卫,租赁方式未知,114㎡,3500,暂无数据,富阳,高楼层/24层,朝南,暂无数据,暂无数据
三室两厅两卫  看房有钥匙  家具家电齐*,3室2厅2卫,租赁方式未知,89㎡,3000,暂无数据,富阳,中楼层/23层,朝南,暂无数据,暂无数据
容大五环城市花园 3室2厅 2200元,3室2厅1卫,租赁方式未知,115㎡,2200,暂无数据,富阳,高楼层/7层,朝南,无,暂无数据
野风春晓 1室0厅 800元,1室0厅1卫,租赁方式未知,47㎡,800,暂无数据,富阳,高楼层/24层,朝南,暂无数据,暂无数据
野风春晓 2室1厅 1500元,2室1厅1卫,租赁方式未知,74㎡,1500,暂无数据,富阳,高楼层/24层,朝南,暂无数据,暂无数据
野风秋雅 3室1厅 1200元,3室1厅2卫,租赁方式未知,89㎡,1200,暂无数据,富阳,低楼层/24层,朝南,有,暂无数据
野风秋雅 3室2厅 3200元,3室2厅2卫,租赁方式未知,89㎡,3200,暂无数据,富阳,高楼层/23层,朝东南,暂无数据,暂无数据
野风秋雅 3室1厅 2800元,3室1厅2卫,租赁方式未知,89㎡,2800,暂无数据,富阳,低楼层/24层,朝南,有,暂无数据
野风春晓 2室1厅 2300元,2室1厅1卫,租赁方式未知,62㎡,2300,暂无数据,富阳,中楼层/24层,朝南,暂无数据,暂无数据
野风秋雅 2室1厅 2500元,2室1厅1卫,租赁方式未知,80㎡,2500,暂无数据,富阳,中楼层/24层,朝南,有,暂无数据
野风秋雅 4室2厅 3500元,4室2厅2卫,租赁方式未知,115㎡,3500,暂无数据,富阳,中楼层/24层,朝南,有,暂无数据
鸣翠蓝湾 4室2厅 3000元,4室2厅2卫,租赁方式未知,198㎡,3000,暂无数据,富阳,低楼层/4层,朝东南,无,暂无数据
阳光里 2室1厅 2800元,2室1厅1卫,租赁方式未知,82㎡,2800,暂无数据,富阳,高楼层/5层,朝南,无,暂无数据
整租 · 天鸿美和院 2室1厅 2500元,2室1厅1卫,整租,56㎡,2500,3年以上,富阳,低楼层/15层,朝南,暂无数据,暂无数据
合租 · 宋都晨光国际 5室1厅,5室1厅2卫,合租,12㎡,1390,1~2年,下沙,21/31层,朝南,暂无数据,暂无数据
合租 · 世茂江滨花园碧景湾 5室2厅,5室2厅2卫,合租,8㎡,1130,6~12个月,下沙,28/33层,朝北,暂无数据,暂无数据
合租 · 新元金沙城 5室0厅,5室0厅5卫,合租,30㎡,1550,3~4个月,下沙,13/22层,朝南,有,租用车位
合租 · 下沙铭都雅苑 5室0厅,5室0厅1卫,合租,30㎡,1600,3~12个月,下沙,14/25层,朝北,有,租用车位
整租 · 宝龙城市广场，4.2层高loft，拎包入住,1室1厅1卫,整租,55㎡,4000,1年以内,下沙,中楼层/22层,朝南,有,暂无数据
整租 · 盛泰名都公寓 1室1厅,1室1厅1卫,整租,47㎡,2650,1~2年,下沙,19/30层,朝北,暂无数据,租用车位
整租 · 金沙国际 2室2厅,2室2厅1卫,整租,89㎡,3380,1年,下沙,26/26层,朝南,暂无数据,租用车位
整租 · 世茂江滨商业中心 2室2厅,2室2厅1卫,整租,101㎡,3800,1~2年,下沙,14/28层,朝南,有,暂无数据
合租 · 宋都晨光国际 5室2厅,5室2厅2卫,合租,18㎡,1330,1~2年,下沙,4/47层,朝西,暂无数据,暂无数据
万和国际 2室1厅 4000元,2室1厅1卫,租赁方式未知,75㎡,4000,暂无数据,萧山,低楼层/32层,朝南,有,暂无数据
整租 · 钱江世纪城，金色江南，滨江物业，三室两卫，拎包入住,3室2厅2卫,整租,90㎡,6200,2~3年,萧山,低楼层/27层,朝南,有,租用车位
房屋拎包入住凤仪家园好房源出租,3室1厅2卫,租赁方式未知,129㎡,3600,暂无数据,余杭,中楼层/5层,朝南,无,暂无数据
整租 · 滨和地铁口，原户两房，交通方便，给钱就租,2室1厅1卫,整租,89㎡,5400,1年以内,滨江,中楼层/30层,朝南,有,暂无数据
整租 · 好房出租，优质两房，随时入住，交通便捷,2室2厅1卫,整租,85㎡,5000,1年以内,滨江,低楼层/27层,朝南 北,有,暂无数据
兴耀鑫都汇 2室1厅 6000元,2室1厅2卫,租赁方式未知,49㎡,6000,暂无数据,滨江,低楼层/20层,朝南,有,暂无数据
整租 · 钱塘春晓大厦 1室1厅 5500元 复式,1室1厅1卫,整租,57㎡,5500,1年以内,滨江,高楼层/15层,朝北,暂无数据,暂无数据
整租 · 荣安望江南 2室1厅 7800元,2室1厅1卫,整租,86㎡,7800,1年以内,滨江,高楼层/25层,朝南,有,租用车位
欣盛东方郡西区 3室1厅 7000元,3室1厅1卫,租赁方式未知,117㎡,7000,暂无数据,滨江,中楼层/33层,朝南,有,暂无数据
绿城明月江南 2室1厅 9500元,2室1厅1卫,租赁方式未知,88㎡,9500,暂无数据,滨江,高楼层/30层,朝南 北,有,暂无数据
欣盛东方郡东区 2室2厅 5500元,2室2厅1卫,租赁方式未知,88㎡,5500,暂无数据,滨江,高楼层/27层,朝南,有,暂无数据
精装一室出租，家电家具齐*，直接拎包,1室0厅1卫,租赁方式未知,35㎡,3200,暂无数据,拱墅,中楼层/7层,朝南,无,暂无数据
精装一房 白色调 *新家电 拎包入住,2室1厅1卫,租赁方式未知,45㎡,4600,暂无数据,拱墅,中楼层/7层,朝南 北,无,暂无数据
湖墅南路圣都公寓舒适电梯三房，诚心出租,3室2厅2卫,租赁方式未知,128㎡,5800,暂无数据,拱墅,中楼层/15层,朝南,有,暂无数据
整租 · 美政花苑 清爽装修 可直接拎包入住,2室1厅1卫,整租,56㎡,3800,1年以内,上城,低楼层/7层,朝南,无,暂无数据
整租 · 美政花苑精装修两房，拎包入住，客厅大,2室1厅1卫,整租,90㎡,4500,1~2年,上城,高楼层/6层,朝西北,无,暂无数据
近江家园八园 2室1厅 4800元,2室1厅1卫,租赁方式未知,69㎡,4800,暂无数据,上城,中楼层/11层,朝南,有,暂无数据
整租 · 祠堂巷 2室1厅 3800元,2室1厅1卫,整租,50㎡,3800,2~3年,上城,高楼层/7层,朝南,无,暂无数据
整租 · 四宜路 等大 两房 中间楼层 随时看房,2室1厅1卫,整租,62㎡,4200,1年以内,上城,中楼层/5层,朝东 西,无,暂无数据
整租 · 适合品质住户的高档舒适loft户型精品公寓,1室1厅1卫,整租,40㎡,8500,1年以内,上城,中楼层/21层,朝西南,有,暂无数据
整租 · 定安苑 2室1厅 5000元,2室1厅1卫,整租,69㎡,5000,1~2年,上城,高楼层/9层,朝南,有,免费使用
老浙大直路11-25号 2室1厅 4200元,2室1厅1卫,租赁方式未知,47㎡,4200,暂无数据,上城,低楼层/6层,朝南 北,无,暂无数据
万安城市花园西苑 3室2厅 7800元,3室2厅2卫,租赁方式未知,124㎡,7800,暂无数据,上城,高楼层/12层,朝东 北,有,暂无数据
光复路37-48号 2室1厅 4200元,2室1厅1卫,租赁方式未知,43㎡,4200,暂无数据,上城,低楼层/7层,朝南 北,无,暂无数据
三元地 2室1厅 6000元,2室1厅1卫,租赁方式未知,61㎡,6000,暂无数据,上城,低楼层/6层,朝南 北,无,暂无数据
整租 · 美政花苑 清爽装修 可直接拎包入住,3室1厅1卫,整租,72㎡,5200,1年以内,上城,高楼层/7层,朝南 北,无,暂无数据
整租 · 上沙锦湖家园 2室2厅,2室2厅1卫,整租,89㎡,4000,1年,江干,8/18层,朝南,暂无数据,租用车位
整租 · 高沙百盛苑 2室1厅,2室1厅1卫,整租,60㎡,3000,1年,江干,15/16层,朝南,有,租用车位
香榭里花园 4室1厅 6500元,4室1厅2卫,租赁方式未知,174㎡,6500,暂无数据,江干,高楼层/14层,朝南,有,暂无数据
整租 · 吴越山庄 装修干净,1室1厅1卫,整租,50㎡,1500,暂无数据,临安,低楼层/2层,朝南,无,暂无数据
合租 · 施家园花苑北区 3室1厅,3室1厅1卫,合租,14㎡,823,1~2年,富阳,5/6层,朝南,暂无数据,暂无数据
睦泽苑西区 2室2厅 3300元,2室2厅1卫,租赁方式未知,76㎡,3300,暂无数据,富阳,高楼层/14层,朝南,暂无数据,暂无数据
野风秋雅 3室2厅 3000元,3室2厅1卫,租赁方式未知,89㎡,3000,暂无数据,富阳,中楼层/24层,朝南,暂无数据,暂无数据
野风秋雅 3室2厅 3000元,3室2厅1卫,租赁方式未知,89㎡,3000,暂无数据,富阳,高楼层/24层,朝南,暂无数据,暂无数据
野风秋雅 3室1厅 1500元,3室1厅2卫,租赁方式未知,89㎡,1500,暂无数据,富阳,高楼层/24层,朝南,有,暂无数据
野风秋雅 3室2厅 2400元,3室2厅2卫,租赁方式未知,89㎡,2400,暂无数据,富阳,中楼层/24层,朝东南 南,暂无数据,暂无数据
整租 · 富阳区，恩波大道，虎山雅苑，新楼盘，新小区,3室2厅2卫,整租,160㎡,3800,1~2年,富阳,低楼层/28层,朝南,暂无数据,暂无数据
整租 · 富阳区，恩波大道，虎山雅苑，新楼盘，新小区,2室2厅1卫,整租,105㎡,3000,1~2年,富阳,高楼层/28层,朝东南,暂无数据,暂无数据
水岸青云 3室2厅 3500元,3室2厅2卫,租赁方式未知,130㎡,3500,暂无数据,富阳,中楼层/6层,朝南,无,暂无数据
天鸿美和院 1室0厅 2000元,1室0厅1卫,租赁方式未知,50㎡,2000,暂无数据,富阳,高楼层/15层,朝南,暂无数据,暂无数据
梓树花苑 4室2厅 3500元,4室2厅2卫,租赁方式未知,150㎡,3500,暂无数据,富阳,中楼层/6层,朝南,无,暂无数据
梓树花苑 3室2厅 3300元,3室2厅2卫,租赁方式未知,120㎡,3300,暂无数据,富阳,高楼层/11层,朝南,暂无数据,暂无数据
天鸿美和院 1室1厅 1500元,1室1厅1卫,租赁方式未知,42㎡,1500,暂无数据,富阳,低楼层/10层,朝南,暂无数据,暂无数据
天鸿美和院 1室1厅 2600元,1室1厅1卫,租赁方式未知,47㎡,2600,暂无数据,富阳,中楼层/15层,朝南,暂无数据,暂无数据
梓树花苑 4室2厅 3500元,4室2厅2卫,租赁方式未知,155㎡,3500,暂无数据,富阳,高楼层/6层,朝南,无,暂无数据
秋月社区 2室1厅 1600元,2室1厅1卫,租赁方式未知,67㎡,1600,暂无数据,富阳,高楼层/7层,朝南,无,暂无数据
整租 · 天鸿美和院 1室0厅 2000元,1室0厅1卫,整租,44㎡,2000,2~3年,富阳,低楼层/15层,朝东南,暂无数据,暂无数据
万安秀水山庄 5室2厅 6000元,5室2厅3卫,租赁方式未知,266㎡,6000,暂无数据,富阳,低楼层/3层,朝南,无,暂无数据
整租 · 野风秋雅 4室2厅 3500元,4室2厅2卫,整租,90㎡,3500,1年以内,富阳,低楼层/24层,朝西南,有,暂无数据
野风秋雅 3室2厅 2500元,3室2厅2卫,租赁方式未知,89㎡,2500,暂无数据,富阳,高楼层/24层,朝南 西南,暂无数据,暂无数据
铭鹤花园 3室2厅 1500元,3室2厅2卫,租赁方式未知,113㎡,1500,暂无数据,富阳,中楼层/7层,朝南,暂无数据,暂无数据
东吴商城一室一厅一厨一卫公寓出租,1室1厅1卫,租赁方式未知,43㎡,1800,暂无数据,富阳,中楼层/20层,朝北,暂无数据,暂无数据
东吴商城 1室1厅 1700元,1室1厅1卫,租赁方式未知,41㎡,1700,暂无数据,富阳,中楼层/20层,朝西,暂无数据,暂无数据
整租 · 杭州富阳天鸿美和院两室一厅装修好，出租,2室1厅1卫,整租,44㎡,2000,暂无数据,富阳,低楼层/15层,朝北,有,暂无数据
合租 · 湾南德盛东苑 4室1厅,4室1厅2卫,合租,18㎡,1300,4~12个月,下沙,18/18层,朝南,暂无数据,租用车位
整租 · 港汇中心 1室1厅 8000元,1室1厅1卫,整租,134㎡,8000,1年以内,萧山,高楼层/33层,朝西北,有,暂无数据
君临天下 1室1厅 2900元,1室1厅1卫,租赁方式未知,55㎡,2900,暂无数据,余杭,中楼层/32层,朝南,有,暂无数据
玲珑府 3室1厅 7800元,3室1厅1卫,租赁方式未知,110㎡,7800,暂无数据,滨江,中楼层/29层,朝北,有,暂无数据
整租 · 在水一方 临地铁 家具家电齐* 带车位 装修好,4室2厅2卫,整租,187㎡,12000,1~2年,上城,高楼层/19层,朝南,有,免费使用
整租 · 银河嘉园 2室2厅 5000元,2室2厅1卫,整租,90㎡,5000,1年以内,拱墅,低楼层/6层,朝南,无,暂无数据
整租 · 金基晓庐，楼层高，采光好，家具家电齐备，拎包入住。,3室2厅2卫,整租,135㎡,11000,1~2年,江干,中楼层/32层,朝南,有,暂无数据
整租 · 朝晖七区 三室一厅 家具家电齐* 拎包入住,3室1厅1卫,整租,67㎡,4300,1~2年,下城,低楼层/6层,朝南 北,无,暂无数据
整租 · 金地自在城大三房 家具家电齐* 你值得拥有 跃层,3室1厅2卫,整租,89㎡,4200,1~3个月,西湖,低楼层/24层,朝南,有,暂无数据
整租 · 金地林溪里，精装房屋，干净整洁,2室1厅1卫,整租,67㎡,3600,1年以内,西湖,低楼层/18层,朝南 北,有,暂无数据
邮电新村 2室1厅 3600元,2室1厅1卫,租赁方式未知,61㎡,3600,暂无数据,西湖,中楼层/7层,朝南,无,暂无数据
整租 · 求智弄 2室1厅 3600元,2室1厅1卫,整租,55㎡,3600,1~2年,西湖,低楼层/6层,朝南,无,暂无数据
整租 · 优质等大两房，家具家电设施齐*，给你一份温馨的家,2室2厅1卫,整租,89㎡,6500,1~2年,西湖,中楼层/24层,朝南,有,租用车位
整租 · 优质三房，家具家电设施齐*，给你一份温馨的家,3室1厅1卫,整租,89㎡,6500,1~2年,西湖,低楼层/21层,朝南,有,暂无数据
整租 · 亚洲城花园 优雅两房 楼层适中 邀您入住,2室1厅1卫,整租,63㎡,4500,1~2年,西湖,高楼层/6层,朝南,无,暂无数据
文三新村 2室1厅 4000元,2室1厅1卫,租赁方式未知,68㎡,4000,暂无数据,西湖,中楼层/5层,朝南 北,无,暂无数据
朝晖新城 2室2厅 8000元 跃层,2室2厅1卫,租赁方式未知,125㎡,8000,暂无数据,下城,高楼层/22层,朝南 西,有,暂无数据
朝晖一区 2室1厅 3000元,2室1厅1卫,租赁方式未知,52㎡,3000,暂无数据,下城,中楼层/5层,朝南,无,暂无数据
洑家弄 2室1厅 5000元,2室1厅1卫,租赁方式未知,46㎡,5000,暂无数据,下城,中楼层/6层,朝南,无,暂无数据
现代家园 2室1厅 6000元,2室1厅1卫,租赁方式未知,88㎡,6000,暂无数据,下城,中楼层/21层,朝南,有,暂无数据
红枫苑 1室1厅 3600元,1室1厅1卫,租赁方式未知,45㎡,3600,暂无数据,下城,中楼层/7层,朝南,无,暂无数据
整租 · 木庵小区 两房结构 阳光出租 看房随时方便,2室1厅1卫,整租,51㎡,3800,1~2年,下城,低楼层/6层,朝南,无,暂无数据
潮鸣苑 两房朝南 中间楼层 家具家电齐* 拎包入住,2室1厅1卫,租赁方式未知,61㎡,4500,暂无数据,下城,中楼层/7层,朝南,无,暂无数据
朝晖六区 2室1厅 3400元,2室1厅1卫,租赁方式未知,55㎡,3400,暂无数据,下城,高楼层/6层,朝南 北,无,暂无数据
醋坊新村 1室1厅 2800元,1室1厅1卫,租赁方式未知,35㎡,2800,暂无数据,下城,高楼层/7层,朝南,无,暂无数据
整租 · 离地铁近，价格好，房型通透，采光很好。交通方便,1室1厅1卫,整租,38㎡,2800,1~2年,下城,高楼层/7层,朝南,无,暂无数据
整租 · 杭州东站 彭埠地铁口 名宿风公寓出租 随时可以看房,1室1厅1卫,整租,47㎡,4000,1~2年,江干,中楼层/14层,朝南,暂无数据,暂无数据
整租 · 绿城物业房东自住装修小区离地铁口205米（百度地图） 错层,3室2厅2卫,整租,128㎡,7000,1~2年,江干,高楼层/15层,朝南,有,暂无数据
整租 · 闸弄口地铁口清爽装修阳光大两房,2室2厅1卫,整租,76㎡,4700,1~2年,江干,中楼层/7层,朝南,无,暂无数据
整租 · 龙湖精装两室住宅 品质小区 拎包入住,2室1厅1卫,整租,60㎡,4800,1年以内,江干,高楼层/22层,朝西,有,暂无数据
整租 · 蓝桥名苑  两房精装修  客运地铁 拎包入住,2室2厅1卫,整租,73㎡,3850,1~2年,江干,中楼层/16层,朝南,有,暂无数据
整租 · 泰美国际跃层出租 精装交付 拎包入住 复式,1室1厅1卫,整租,47㎡,3700,1年以内,江干,低楼层/22层,朝南,暂无数据,暂无数据
整租 · 左邻右舍 两房出租 自住装修 采光好,2室1厅1卫,整租,89㎡,4300,1年以内,江干,中楼层/11层,朝东南,有,暂无数据
景芳四区  户型方正 干净清爽 欢迎咨询,2室1厅1卫,租赁方式未知,56㎡,4000,暂无数据,江干,中楼层/7层,朝南,无,暂无数据
整租 · 伊萨卡精装两房 拎包入住 诚心出租,2室2厅1卫,整租,89㎡,2800,1~2年,江干,高楼层/34层,朝南,有,暂无数据
采荷小区芙蓉邨 2室1厅 4200元,2室1厅1卫,租赁方式未知,49㎡,4200,暂无数据,江干,高楼层/6层,朝南 北,无,暂无数据
整租 · 闸弄口新村 2室1厅 4000元,2室1厅1卫,整租,53㎡,4000,1~2年,江干,中楼层/6层,朝南,无,暂无数据
整租 · 简单装修 拎包入住 随时可看 地铁口,1室1厅1卫,整租,39㎡,2500,1年以内,江干,低楼层/7层,朝南,无,暂无数据
景芳四区 3室1厅 5500元,3室1厅1卫,租赁方式未知,71㎡,5500,暂无数据,江干,中楼层/7层,朝南 北,无,暂无数据
整租 · 金雅苑社区 3室1厅 3900元,3室1厅1卫,整租,88㎡,3900,1年以内,江干,中楼层/9层,朝南,有,暂无数据
远东新月公寓 1室1厅 3150元,1室1厅1卫,租赁方式未知,45㎡,3150,暂无数据,拱墅,中楼层/13层,朝南,有,暂无数据
整租 · 天悦时代 1室1厅 LOFT,1室1厅1卫,整租,55㎡,3000,3~12个月,拱墅,12/15层,朝北,暂无数据,租用车位
杭州大厦，西湖文化广场边，居家装修,2室1厅1卫,租赁方式未知,55㎡,3200,暂无数据,拱墅,高楼层/7层,朝西,无,暂无数据
整租 · 秋涛南苑 标准三房 三房朝南 简单装修,3室1厅1卫,整租,64㎡,5000,2~3年,上城,中楼层/5层,朝南,无,暂无数据
温兴风情苑 3室2厅 7000元,3室2厅1卫,租赁方式未知,92㎡,7000,暂无数据,滨江,高楼层/6层,朝南,无,暂无数据
江南星座 1室1厅 5500元,1室1厅1卫,租赁方式未知,83㎡,5500,暂无数据,滨江,中楼层/23层,朝北,有,暂无数据
整租 · 东方郡新上房源业主诚租随时可看房,2室2厅1卫,整租,89㎡,6300,1~2年,滨江,高楼层/33层,朝南,有,暂无数据
