name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address
陳八两面家(湖墅南路店),面馆,￥24,准五星商户,286.0,8.5,8.4,8.4,老酸菜牛腱面,爆炒猪肝,酸菜牛肉面,湖墅南路,清水潭巷湖墅南路407号
十方苑,面馆,￥23,准五星商户,1111.0,8.2,8.3,8.0,罗汉面,素烧鹅,惊雷笋,灵隐,法云弄1号灵隐寺中入口
吴山烤禽店(光复店),小吃快餐,￥24,四星商户,197.0,8.0,7.5,7.6,吴山烤鸡饭,吴山烧鸡,素烧鹅,吴山广场/河坊街,光复路158号
晨曦炖品·鲍鱼饭(文一路汇和城店),小吃快餐,￥59,四星商户,41.0,8.3,8.4,8.6,惊喜鲍汁捞饭,芒果银耳羹,黄焖佛跳墙,高新文教区,文一路296号汇合城2楼
英英面馆,面馆,￥31,准五星商户,166.0,8.8,8.4,8.5,大排,猪腰片儿川拌川,虾爆膳面,朝晖地区,下环城北路92号创意大楼1层
老做鸡蛋饼,小吃快餐,￥7,四星商户,433.0,8.3,7.2,7.6,鸡蛋饼,葱包烩,油条,西湖北线/黄龙,玉古路近浙大求是村63号楼底
白案先生面馆(万象汇店),面馆,￥41,准五星商户,305.0,8.3,9.1,8.9,蒜蓉虾仁面,老坛酸菜鱼面,招牌去骨黄鱼面,北干,金城路927号华润万象汇5层L539号
夏记烧饼,小吃快餐,￥11,四星商户,205.0,8.4,7.5,7.7,葱肉小烧饼,葱油小烧饼,干菜肉烧饼,城东,双菱路115号
奎元馆(解放路总店),面馆,￥46,四星商户,15440.0,7.9,7.6,7.4,虾爆鳝面,片儿川,猪肝面,解放路沿线,解放路154号
杭帮面馆,面馆,￥30,准五星商户,384.0,8.9,8.5,8.8,肥肠拌川,牛肉片儿川,爆鳝面,开发区,千岛湖镇南山大街71号
芒种(城西银泰店),面馆,￥24,准五星商户,401.0,8.5,8.6,8.2,生炒牛肉面,猪肝面,大肠面,城西银泰,水月街方家花苑20幢20-13
老金老汤面馆(钱江国际时代店),面馆,￥29,四星商户,513.0,8.3,8.2,8.4,海鲜面,葱爆鳝丝捞面,手撕老鸡面,钱江新城,富春路294号
王记粉都,小吃快餐,￥22,四星商户,608.0,8.1,7.5,7.9,柳州螺蛳粉,炼乳龟苓膏,南宁老友粉,高新文教区,文三路453号
荣鲜面馆,面馆,￥33,四星商户,254.0,8.2,7.9,8.1,酸菜鱼,肉丝拌川,番茄笋干蘑菇面,上城区,近江路日信国际二楼
三只松鼠(大悦城店),小吃快餐,￥60,五星商户,147.0,9.0,9.1,9.1,夏威夷果,芒果脆条,能栗开口甘栗,北大桥／大悦城,莫干山路与隐秀路交叉口杭州大悦城B1-18号
春熙禄·江湖小馆(尚城1157利星店),川菜,￥75,五星商户,1115.0,9.0,9.0,8.8,红糖冰粉,宫保鸡丁,红糖糍粑,吴山广场/河坊街,中山南路77号尚城利星二期4楼
老街传统面铺(影业路店),面馆,￥19,准五星商户,675.0,8.8,8.3,8.4,原汁半筋半肉牛肉面,红烧牛肉面,海蜇鸡丝捞面,高新文教区,影业路5号
英英面馆(麒麟店),面馆,￥28,准五星商户,169.0,8.5,7.7,8.3,猪肝面,肉丝拌川,腰花面,凤起路沿线,麒麟街28号
山家清作,面馆,￥26,准五星商户,495.0,8.4,8.6,8.7,茶糕,羊饺面,桂花桃泥羹,凤起路沿线,新华路115号
桐乡咬二羊肉面馆,面馆,￥23,准五星商户,127.0,8.7,7.8,8.6,招牌羊肉面,招牌羊杂面,荷包蛋,凤起路沿线,孩儿巷34-1号
小狗面店,面馆,￥33,四星商户,541.0,8.1,6.4,7.0,大肠拌川,腰花拌川,猪肝面,复兴路沿线,复兴南街113号
来翠面馆,面馆,￥35,四星商户,277.0,8.5,6.4,7.3,双腰拌川,猪肝腰花拌川,腰花面,转塘,转塘集贸路315号
鹿先生的饭·新疆抓饭,其他美食,￥40,准五星商户,185.0,8.6,8.6,8.9,草原羔羊,腿排饭,原味内蒙羔羊肉抓饭,解放路沿线,上城区金鸡岭路24号
复兴面王(河东路店),面馆,￥25,准五星商户,223.0,8.8,8.2,8.3,茄汁拌川,腰花片儿川,肉丝拌川,朝晖地区,河东路178号
廖记棒棒鸡(湖滨In77 B区店),小吃快餐,￥39,准五星商户,170.0,8.4,8.2,8.3,棒棒鸡,无骨凤爪,廖记去骨猪脚,湖滨,延安路245号湖滨银泰in77B区B1-109铺位
菊英面店(中山南路店),面馆,￥28,四星商户,1351.0,7.6,8.1,7.9,片儿川蘑菇油渣笋片蛋,肉丝拌川,片川儿蘑菇荷包蛋油渣,吴山广场/河坊街,中山南路368号
陳八两面家(大悦城店),面馆,￥35,准五星商户,479.0,8.5,8.6,8.8,老酸菜手切牛腱面,特制雪菜牛腩面,瑶柱卤肉干拌面,北大桥／大悦城,莫干山路与隐秀路交叉口大悦城L6-07号
飨德传统手工小吃(智格店),面馆,￥17,四星商户,846.0,8.0,7.7,7.3,老包子,发糕,肉包,下沙,银沙路199号智格新城大厦南楼一楼
壹碗冷面,面馆,￥21,准五星商户,131.0,8.8,8.7,8.3,烤肉,拌饭,水冷面,下沙,学林街文泽路99号
慧娟面馆·餐厅(望江路店),面馆,￥42,四星商户,1911.0,7.9,7.3,7.2,片儿川,虾爆鳝面,慧娟火腿老鸭面,城站火车站,望江路130号
幸福里老北京涮锅(丝联店),火锅,￥113,准五星商户,4313.0,8.6,8.5,8.6,幸福里手切鲜羊肉,虾滑,老北京经典芝麻酱调料,拱宸桥/上塘,金华南路189号，杭丝联166内
德泓面馆,面馆,￥19,准五星商户,754.0,8.7,7.5,8.1,招牌热干面,咸蛋黄炒年糕,三鲜豆皮,大关,上塘路261号新青年广场
源兴面馆,面馆,￥22,准五星商户,555.0,8.3,7.9,8.2,虾仁片儿川,猪肝面,腰花面,西湖银泰,西湖大道定安路地铁站B出口沿街商铺
望江门德记面馆,面馆,￥21,准五星商户,166.0,8.7,8.3,8.5,番茄笋干虾仁鱼片面,猪肝面,酸菜鱼片面,高新文教区,学院路216-7号
潘府妈妈手擀面,面馆,￥18,准五星商户,79.0,8.5,7.9,8.3,东阳沃面,肉丝铁板面,兰溪牛肉面,古墩路沿线,申花路六北38号剑桥公社C-20
芒种(星光大道店),面馆,￥26,四星商户,292.0,8.3,8.5,8.0,猪肝面,牛肉面,大肠面,星光大道,苏泊尔大厦一楼
弄面(杭州大厦城市广场店),面馆,￥30,四星商户,231.0,7.9,7.8,7.8,猪肝拌川,猪肝腰花干拌面,牛腩拌川,钱江新城,景昙路杭州大厦501城市广场B1层
忆暹罗•泰国餐厅(来福士中心店),东南亚菜,￥144,四星商户,836.0,8.3,8.6,8.4,芒果糯米饭,暹罗冬阴功汤,黄咖喱牛腩,钱江新城,新业路228号来福士中心7层01室
望江面馆(金地广场店),面馆,￥20,四星商户,41.0,8.0,8.3,8.1,猪肝面,猪肝干拌,大排面,古墩路沿线,古墩路1333号金地广场B1层
春熙禄·宽窄巷子(竞舟路店),川菜,￥67,准五星商户,2384.0,8.6,8.1,8.4,夫妻肺片,桃胶醪糟冰粉,宫保鸡丁,古墩路沿线,竞舟路176号
油闹闹(武林店),创意菜,￥74,四星商户,656.0,8.1,8.1,8.1,鱼尾巴,特色臭豆腐,特色掌中宝,凤起路沿线,武林路103号
成喜屋日本料理,日本菜,￥94,准五星商户,833.0,8.4,9.1,9.1,鳗鱼牛油果卷,成喜屋沙拉,厚炸猪排,星光大道,星光大道一期4幢107星飞路上
伊禾藏香牛肉面,面馆,￥45,准五星商户,2535.0,8.6,9.0,8.5,三细牛肉拉面,羊肉串,甜胚子,湖滨,延安路238号湖滨银泰2期C区一楼
三千尺面馆(湖滨银泰in77店),面馆,￥29,四星商户,450.0,8.0,8.1,8.2,虾仁拌川,片儿川,蘑菇猪肝面,湖滨,东坡路7号湖滨银泰in77B区B1层
西安手工面(万象城店),面馆,￥29,四星商户,212.0,8.3,7.9,7.8,肉夹馍,油泼面,凉皮,钱江新城,富春路701号万象城5层
耳光馄饨,小吃快餐,￥27,准四星商户,75.0,7.4,7.4,7.6,福袋煎馄饨,配辣酱油的黄金炸猪排,麻酱鲜肉馄饨,建国路沿线,环城北路西湖文化广场负一楼
鼎顺小吃,小吃快餐,￥15,四星商户,246.0,8.1,7.3,7.5,生煎包,小馄饨,锅贴,吴山广场/河坊街,延安路吴山铭楼
渔火(文三西路店),小吃快餐,￥41,四星商户,1516.0,8.1,8.4,8.2,创始款榴莲海鲜饭,古法姜汁海鲜面,土豆泥,高新文教区,文三西路28-1号
新丰小吃,小吃快餐,￥11,准五星商户,35.0,8.2,8.2,8.1,虾肉小笼,虾肉馄饨,喉口包,新塘路/秋涛路沿线,秋涛北路272号采芝斋旁
卤儿道道(龙游路店),小吃快餐,￥43,四星商户,1724.0,8.1,7.9,7.8,卤味双拼,卤鸡爪,海鲜双人炒饭,凤起路沿线,龙游路1号
美粥要约,小吃快餐,￥76,准五星商户,1451.0,8.7,7.8,8.3,美味活虾粥,鱼片虾粥,海鲜杂烩粥,朝晖地区,上塘路177号
牛得多(西溪银泰城店),小吃快餐,￥19,四星商户,73.0,8.1,8.1,8.4,手工葱油饼,番茄牛肉粉丝汤,番茄牛腩面,西溪银泰城,双龙街588号西溪银泰城6号楼东楼2楼228室
争火烫捞(飞云江路店),小吃快餐,￥28,准五星商户,313.0,8.5,8.6,8.8,芝士年糕,龙虾球,豆奶,复兴路沿线,飞云江路56号
友达面馆·酸菜鱼面(四季广场店),小吃快餐,￥26,四星商户,24.0,8.1,8.5,8.6,酸菜鱼面,油条,面包筋,下沙,文渊路四季广场1-102号
满仓,小吃快餐,￥30,四星商户,1148.0,7.9,8.1,8.0,小米糕,干菜扣肉,特色猪手,武林广场,环城北路208号杭州大厦C座坤和中心-1楼
满街香臭豆腐,小吃快餐,￥18,准五星商户,83.0,8.6,8.5,8.7,臭豆腐,温州特色饮料,烤肠,凤起路沿线,武林路95号
老贯桥烧麦(中山北路店),小吃快餐,￥16,四星商户,3210.0,8.3,7.3,7.5,鲜肉冬笋烧麦,肉末粉丝,小馄饨,武林广场,中山北路518号小北门
吴小糖沙拉煎饼(中山北路店),小吃快餐,￥17,四星商户,144.0,8.1,7.7,8.0,双蛋里脊煎饼,双蛋鸡柳,香酥鸡柳时蔬煎饼,朝晖地区,中山北路616-1号
1973继光香香鸡(国大广场店),小吃快餐,￥21,四星商户,581.0,8.2,8.2,8.2,香酥凤爪,香香炸鸡,孜然掌中宝,武林广场,体育场路国大城市广场B2
堂口老齐生煎老汤面(朝晖店),小吃快餐,￥18,四星商户,422.0,7.8,8.0,7.9,煎饺,生煎包,小馄饨,朝晖地区,上塘路朝晖路168-11号
张氏宽窄巷成都名小吃(武林广场店),小吃快餐,￥58,四星商户,394.0,7.8,8.2,7.9,红糖糍粑,成都担担面,酸辣粉,武林广场,延安路530号武林银泰B座5楼
又卷烧饼(西溪银泰店),小吃快餐,￥14,四星商户,58.0,8.1,8.1,8.0,牛肉掉渣烧饼,猪肉饼,酸辣粉,西溪银泰城,弘德路西溪银泰城F1楼09号
小杨生煎(杭州西湖银泰),小吃快餐,￥27,四星商户,920.0,8.0,7.7,7.9,小杨生煎,油豆腐牛肉粉丝汤（咖喱）,虾仁生煎,吴山广场/河坊街,延安路98号B1楼
涂记烧饼,小吃快餐,￥7,准五星商户,78.0,8.6,7.6,8.3,辣五花烧饼,咸五花,蛋黄五花肉,天阳亲子广场（钱江新城）,雷霆路与婺江路交口天阳亲子广场负一楼
流芳面馆(莫衙营店),面馆,￥21,准五星商户,227.0,8.4,8.2,8.1,茄汁拌川,猪肝面,猪肝拌川,凤起路沿线,莫衙营124号
卤儿道道(湖墅南路店),小吃快餐,￥32,四星商户,149.0,8.4,8.0,7.8,贯巷卤鸭,红烧狮子头,腊味炒饭,高新文教区,湖墅南路488号
老毛炸串,小吃快餐,￥23,准四星商户,72.0,7.7,6.9,7.4,鸡腿,素鸡,年糕,余杭区,南渠北路和通济路交界处
老面馆,面馆,￥28,四星商户,137.0,8.4,7.7,8.0,虾爆鳝拌川,酸辣猪肝面,酸辣大虾面,西溪印象城,联胜路
原味堂,小吃快餐,￥21,四星商户,152.0,7.9,7.4,7.2,肉包子,手工小馄饨,清明粿,西湖北线/黄龙,杭大路14号
桃园眷村(国大广场店),小吃快餐,￥39,准四星商户,989.0,7.5,8.6,7.9,鲜磨豆浆,油条虾饭团,咸豆花,武林广场,体育场路与延安路交叉口国大城市广场L1
奎元馆(文晖店),本帮江浙菜,￥52,四星商户,2648.0,7.7,7.8,7.5,虾爆鳝,片儿川,虾仁面,朝晖地区,文晖路348号
王顺王(近江店),小吃快餐,￥27,四星商户,72.0,8.3,7.1,7.8,金牌三宝面,尖椒笋干肉丝拌川,雪菜黑鱼片面,上城区,近江东路23号
浙大留学生餐厅老店,小吃快餐,￥23,准五星商户,270.0,8.3,7.5,7.5,糖醋里脊,八宝油条,茄汁鲈鱼,西湖北线/黄龙,玉古路141-142号浙大新村内
吴山烤禽店(湖墅南路店),小吃快餐,￥28,四星商户,211.0,8.3,7.9,8.1,吴山烤鸡,素烧鹅,蜜汁熏鱼,湖墅南路,湖墅南路432号
汉堡王(大华国际店),小吃快餐,￥30,四星商户,205.0,8.2,8.4,8.1,王道嫩香鸡块,薯条,鲜虾安格斯厚牛堡,高新文教区,文二路341-3号
陇上秦轩(西溪银泰店),面馆,￥32,四星商户,171.0,8.2,8.6,8.5,biangbiang面,腊汁肉夹馍,岐山臊子面,西溪银泰城,西溪银泰主楼4楼029
百家鸡味馆(城站店),小吃快餐,￥26,准五星商户,373.0,8.5,8.0,8.0,招牌百家鸡,鸡粥,干炒牛河,城站火车站,江城路863号
浙大紫金港校区餐饮中心,小吃快餐,￥32,准五星商户,50.0,8.1,8.0,8.2,家常豆腐,糖醋里脊,拌面,西湖区,石祥西路浙大紫金港校区内
小杨生煎(萧山机场店),小吃快餐,￥31,四星商户,91.0,7.9,8.0,7.8,小杨生煎,牛肉酸辣粉,油豆腐牛肉粉丝汤,萧山机场,空港大道T2国际航站楼A-A-1-C
一碗入魂(日式拌饭),小吃快餐,￥25,四星商户,179.0,7.7,7.7,8.0,咖喱猪排饭,奥利奥鲷鱼烧,日式辛辣豚骨拉面,下沙,金沙汇街区B56商铺，金沙湖地铁口B1出口
菊英面店(建国北路店),面馆,￥23,四星商户,58.0,7.6,8.6,8.3,片儿川,肉丝拌川,猪肝面,凤起路沿线,建国北路240号
佳友记(萧山店),小吃快餐,￥67,四星商户,101.0,8.2,8.0,8.1,虾饺,乌鸡乳鸽砂锅粥,干贝仔排粥,北干,永久路永久桥边隧道北口
李记酥鱼(凤起农贸市场店),小吃快餐,￥22,四星商户,97.0,8.4,7.2,8.0,李记酥鱼,炸酥鱼,鱼下巴,凤起路沿线,建国北路286号凤起农贸市场南13-1号
和府捞面(国大店),小吃快餐,￥41,四星商户,812.0,7.8,8.6,8.3,草本汤猪软骨面,乾隆冰芯蛋,香草番茄汤.猪软骨面,武林广场,体育场路333号
禾丰记粥店(国大店),小吃快餐,￥64,四星商户,713.0,7.7,8.1,7.6,筒骨山药粥,虾饺双拼,黑金流沙包,武林广场,体育场路333号国大广场7F
东伊顺(高银街店),小吃快餐,￥33,四星商户,490.0,7.9,7.4,7.4,馕饼,羊肉串,玉米饼,吴山广场/河坊街,高银街99号
周一早上好(欧美金融城店),小吃快餐,￥17,四星商户,28.0,8.4,8.6,8.6,甜味豆腐脑,猪油拌饭,油条,海创园,欧美金融城海鸥路5号
浙大炒粉干,小吃快餐,￥17,四星商户,44.0,8.1,7.2,7.6,牛肉炒粉干,大肠炒粉干,肉丝年糕,高新文教区,黄姑山路40号
卤儿道道(杭州大厦501店),小吃快餐,￥39,四星商户,785.0,7.9,7.5,7.7,椰香米汤,狮子头,卤味双拼,钱江新城,杭州大厦501城市广场B1
鼓楼煎包馄饨店,小吃快餐,￥10,四星商户,213.0,7.7,7.6,7.9,生煎包,小馄饨,牛肉粉丝,吴山广场/河坊街,佑圣观路70号
杭州天域.开元域见面馆,面馆,￥48,准五星商户,85.0,8.4,8.7,8.5,天域黑鱼牛肉面,天域土鸡大虾面,肥牛土豆粉,萧山区,进化镇开元城山度假区天域开元酒店1楼
汉堡王(杭州天虹店),小吃快餐,￥31,四星商户,1263.0,8.2,8.2,7.9,咸蛋黄夹心霸王鸡条,超大号薯霸王,早餐小皇堡组合,新塘路/秋涛路沿线,新塘路108号天虹购物中心B座1层135号，2层201号
水手海鲜面馆,小吃快餐,￥20,准五星商户,35.0,8.4,8.3,8.5,水手海鲜面,雪菜黄鱼面,近海故事面,万达广场,杭州金街1-224
民族料理,小吃快餐,￥95,四星商户,63.0,7.9,7.9,7.9,调味五花肉,豆腐汤,水冷面,高新文教区,文一路30-4号
陳萬三排骨(武林店),小吃快餐,,四星商户,19.0,7.9,7.6,8.0,鸡蛋麻糍,烤冷面,炸年糕,凤起路沿线,武林路128号
新丰小吃(东新路店),小吃快餐,￥14,四星商户,98.0,8.4,8.2,8.1,虾肉馄饨,虾肉小笼,牛肉粉丝,西联广场,东新路652号
清晨季·卖饼先生,小吃快餐,￥24,四星商户,122.0,8.0,8.5,8.0,梅干菜肉麦饼,皮蛋瘦肉粥,外婆四喜面,朝晖地区,朝晖路215号中山花园裙楼
早城故食(通普路店),小吃快餐,￥24,四星商户,36.0,7.7,8.2,8.0,牛肉羹,猫饭,炒粉干,高新文教区,通普路25号
景芳周大姐烧麦(国大店),小吃快餐,￥18,四星商户,590.0,7.9,8.0,7.9,鲜肉冬笋烧麦,鲜肉小馄饨,牛肉粉丝,武林广场,延安路609号国大城市广场负二楼
职高饭团,小吃快餐,￥6,四星商户,33.0,8.4,8.3,8.6,甜面酱鸡蛋饼,甜饭团,辣酱鸡蛋饼,临平,政法街182号
舊巷南(钱江店),小吃快餐,￥20,四星商户,136.0,7.9,7.7,7.7,花生酱拌面,野生小鳗鱼丸,花生汤,钱江新城,庆春东路钱江路地铁站D通道B11
杭百味,本帮江浙菜,￥82,准五星商户,223.0,8.2,8.7,8.4,百味糖排,徽州臭桂鱼,笋干烧肉,湖滨,湖滨路51号
老张牛肉面(湖滨银泰in77店),面馆,￥42,四星商户,76.0,7.7,7.6,8.0,番茄半筋半肉面,番茄牛三宝,手切卤肉饭,吴山广场/河坊街,延安路258号湖滨银泰in77C区B1层C3
廖记棒棒鸡(湖滨银泰in77C区店),小吃快餐,￥42,四星商户,554.0,8.2,8.1,8.3,棒棒鸡,无骨鸡爪,猪蹄,湖滨,东坡路7号湖滨银泰in77C2区b1层
新三毛烤鸡(清泰街店),小吃快餐,￥25,四星商户,709.0,8.1,7.7,7.6,三毛烤鸡饭,千张包,三毛泡菜,城站火车站,清泰街420号
小朱早餐部,小吃快餐,￥12,准四星商户,78.0,7.5,6.9,7.3,生煎包,煎包,油条,朝晖地区,长板巷39号
海鲜遇上面,面馆,￥26,四星商户,129.0,7.7,8.2,7.7,海鲜遇上面,鲜虾焖面,全家福,北大桥／大悦城,莫干山路杭州中粮大悦城内
好浙口(凤起店),小吃快餐,￥14,四星商户,659.0,7.8,7.8,8.0,衢州酱馃,杭州牛肉粉丝,葱花馒头,凤起路沿线,凤起路地铁站C出口地下美食街A06号
胖子烧饼,小吃快餐,￥6,四星商户,723.0,8.0,6.9,7.7,甜五花烧饼,咸五花肉烧饼,辣五花肉烧饼,高新文教区,文三路200号学军中学大门西侧
笼太仔(滨江宝龙店),小吃快餐,￥25,四星商户,190.0,7.7,7.8,7.6,香菇鲜肉小笼,豆腐脑,鸭血粉丝汤,滨江宝龙城,滨江宝龙城市广场1楼1-1118号
天天猪脏粉,小吃快餐,￥25,四星商户,121.0,8.1,8.0,8.3,猪脏粉,糯米饭,鱼饼粉,解放路沿线,小营街道建国中路108号
大碗面,面馆,￥28,四星商户,294.0,8.2,7.6,7.5,片儿川,猪肝,大排,凤起路沿线,长寿路长寿横路口
十五道折子·皇帝生煎(湖滨银泰in77e区店),小吃快餐,￥31,准五星商户,25.0,8.3,7.8,8.4,牛肉生煎包（8只）,黑猪肉生煎（6只）,猪肉小馄饨,湖滨,邮电路延安路229-1号湖滨银泰E区B2楼18号铺子
运河红烧羊肉(复兴路店),小吃快餐,￥45,四星商户,34.0,8.4,7.8,8.4,运河红烧羊肉（550g）（熟）,全鸭,五花肉,复兴路沿线,复兴路65号
芳春煎饺烧麦,小吃快餐,￥11,四星商户,113.0,7.8,7.2,7.5,煎饺,小馄饨,豆浆,吴山广场/河坊街,中山南路479号
棒槌烧卖(中山北路一店),小吃快餐,￥18,四星商户,689.0,8.2,7.1,7.6,大烧麦,笋肉烧麦,糯米烧卖,武林广场,中山北路427号
慧斐小吃,小吃快餐,￥18,四星商户,118.0,8.3,7.4,7.9,煎饺,葱煎包,小馄饨,朝晖地区,新市街朝晖6区小区内
阿里巴巴一号食堂,小吃快餐,￥21,四星商户,70.0,7.6,7.7,7.5,酸菜鱼面,牛排饭,麻油鸡饭,海创园,文一西路969号阿里巴巴西溪园区一号楼一楼
飨德面铺(高沙店),面馆,￥22,四星商户,243.0,8.1,8.3,7.6,老包子,鸡蛋粿,馄饨,下沙,文渊路高沙小区115号
汉堡王(杭州D32购物中心),小吃快餐,￥29,四星商户,250.0,8.2,8.6,8.5,薯条,咸蛋黄夹心霸王鸡条,王道嫩香鸡块,D32天阳购物中心,小河路与登云路交汇处杭州D32时尚街区购物中心2号楼1楼B106号商铺
网红帅哥脆皮年糕(滨江店),小吃快餐,,准四星商户,13.0,7.6,7.3,7.4,脆皮年糕,,,开发区/高教园,滨文路杨家墩美食一条街10号楼7号
利兵小吃锅贴煎包,小吃快餐,￥10,准四星商户,257.0,7.4,7.1,7.4,鲜肉锅贴,生煎包,豆腐腦,新塘路/秋涛路沿线,昙花庵路与钱潮路交叉口欧凯大酒店南对面
严氏皓杰水牛奶,小吃快餐,￥20,四星商户,159.0,7.6,7.7,7.9,水牛奶鲜芋圆,椰丝糕,温州糯米饭,万达广场,万达金街3-2-146
陇上秦轩biangbiang面(黄龙店),面馆,￥26,四星商户,711.0,8.2,8.6,8.4,biangbiang面,腊汁肉夹馍,岐山臊子面,西湖北线/黄龙,黄龙体育中心沃尔玛一楼入口内50
缸鸭狗·宁波特色小吃(滨江宝龙店),小吃快餐,￥56,准四星商户,368.0,7.6,7.8,7.6,宁波汤圆,雪域牛肉炒饭,蟹粉小笼包,滨江宝龙城,火炬大道宝龙城市广场四楼
